Store Number,Store Name,Address,City,Longitude,Latitude
5875-30419,11th & Corral Hollow - Tracy,"1857 W. 11th Street, Home Depot Center Tracy Tracy CA",Tracy,-121.45,37.74
6730-77182,Hwy 205 & Grant Line - Tracy,2459 North Naglee Road Tracy CA,Tracy,-121.47,37.76
76367-97088,Target Tracy T-738,2800 Naglee Road Tracy CA,Tracy,-121.46,37.76
74327-79060,Safeway-Tracy #2600,1801 West 11th St Tracy CA,Tracy,-121.45,37.74
8981-95207,Tracy & Clover - Tracy,569 Clover Road Tracy CA,Tracy,-121.43,37.76
15641-151226,Tracy Blvd & Valpico - Tracy,"2610 S. Tracy Blvd., Suite 150 Tracy CA",Tracy,-121.43,37.71
75409-102324,Travis AFB BX,"461 Skymaster Circle, Gateway at Donner Pass Travis AFB CA",Travis AFB,-121.95,38.27
5228-374,Frates Ln & Donner Pass Rd-Truckee,11260-4 Donner Pass Road Truckee CA,Truckee,-120.21,39.33
75864-98266,Vail Resorts @ Northstar,100 Northstar Dr Truckee CA,Truckee,-120.12,39.28
79651-115127,Safeway - Truckee #1266,11290 Donner Pass Rd Truckee CA,Truckee,-120.21,39.33
74887-99591,Vons - Tujunga #2124,7789 Foothill Blvd Tujunga CA,Tujunga,-118.3,34.26
47590-258972,Albertsons - Tujunga #3175,"6240 Foothill Blvd, Monte Vista Shopping Center Tujunga CA",Tujunga,-118.27,34.24
6743-78586,"Prosperity & Hillman, Tulare",1089 E. Prosperity Avenue Tulare CA,Tulare,-119.33,36.23
76813-111365,Super Target Tulare ST-2349,2195 E Prosperity Ave Tulare CA,Tulare,-119.32,36.23
11470-105119,Monte Vista & Hwy 99,3220 Countryside Drive Turlock CA,Turlock,-120.88,37.52
8643-84961,Lander & Linwood - Turlock,"1611 Lander Avenue, Turlock Cinema Center Turlock CA",Turlock,-120.85,37.48
11242-103576,Main & Hwy 99 - Turlock,"2201 West Main Street, The Village Corner Shopping Center Turlock CA",Turlock,-120.87,37.49
9867-98125,Johnson & Canal - Turlock,2012 E Canal Drive Turlock CA,Turlock,-120.83,37.5
6928-87651,Geer & Hedstrom - Turlock,"3000 Geer Road, Monte Vista Crossings Turlock CA",Turlock,-120.85,37.52
5891-33499,Monte Vista & Countryside,2870 West Monte Vista Ave Turlock CA,Turlock,-120.88,37.52
79703-125804,Safeway - Turlock #1968,3051 Countryside Dr Turlock CA,Turlock,-120.88,37.52
76729-97571,Target Irvine/Tustin T-2151,2340 Park Ave Tustin CA,Tustin,-117.83,33.7
29895-254545,Albertsons #6574 @ Tustin,13270 Newport Avenue Tustin CA,Tustin,-117.81,33.75
6475-60801,Redhill & El Camino Real,"1450 El Camino Real, A Tustin CA",Tustin,-117.82,33.73
20537-206365,Edinger & 55 Fwy,15071 Newport Avenue Tustin CA,Tustin,-117.84,33.72
552-494,Newport & Bryan,"552 E First Street, The Market Place Tustin CA",Tustin,-117.82,33.74
11028-87826,Tustin Marketplace,2959 El Camino Real Tustin CA,Tustin,-117.79,33.72
9256-95342,Red Hill & Edinger,"1631 Edinger Avenue, 101 Tustin CA",Tustin,-117.83,33.72
21925-156786,"Ralph's-Tustin Ranch, CA #139",13321 Jamboree Rd Tustin CA,Tustin,-117.79,33.73
5506-746,17th & Yorba Street,17245 17th Street Tustin CA,Tustin,-117.83,33.76
15782-152241,MCCS @ Twentynine Palms,MCCS Contracting Bldg 1533 Twentynine Palms CA,Twentynine Palms,-116.06,34.24
9260-75007,E. Perkins & Hwy 101 - Ukiah,"704 E. Perkins Street, Ukiah Plaza Retail Center Ukiah CA",Ukiah,-123.2,39.15
11602-104087,Airport Park & Commerce,"1212 Airport Park Blvd., 100, Safeway - Ukiah #1583 Ukiah CA",Ukiah,-123.2,39.13
74858-99550,Safeway - Ukiah #1583,"653 S State St, Union Landing Ukiah CA",Ukiah,-123.21,39.14
5653-2444,Union Landing,"32240 Dyer Street, Union Square Marketplace Union City CA",Union City,-122.07,37.6
5887-27867,DeCoto & Alvarado-Niles,1752 DeCoto Road Union City CA,Union City,-122.02,37.59
74927-101840,Safeway - Union City #1197,1790 Decoto Rd Union City CA,Union City,-122.02,37.59
11167-95963,Alvarado & Dyer,32340 Alvarado Blvd Union City CA,Union City,-122.07,37.59
13231-105926,Mission & Tamarack,"33115 Mission Boulevard, A Union City CA",Union City,-122.02,37.61
27774-238927,Universal Studios Hollywood - Upper,100 Universal City Plaza Universal City CA,Universal City,-118.36,34.14
23352-223786,Universal Studios Hollywood Studio,100 Universal City Plaza Universal City CA,Universal City,-118.36,34.14
75557-71180,Universal City Walk,"100 Universal City Plaza, Upland Convenience Center Universal City CA",Universal City,-118.35,34.14
6428-39980,Foothill & Mullberry,"1013 W. Foothill Blvd., A Upland CA",Upland,-117.67,34.11
49572-267936,Albertsons -Upland #599,1910 N. Campus Ave Upland CA,Upland,-117.64,34.13
74589-83729,Vons-Upland #2681,81 West Foothill Blvd Upland CA,Upland,-117.65,34.11
8858-94195,Campus & 19th,"1943 North Campus Avenue, #D Upland CA",Upland,-117.64,34.13
76304-90543,Target Upland T-1834,1931 N Campus Ave Upland CA,Upland,-117.64,34.13
76128-88892,Target Vacaville T-827,3000 Harbison Dr Vacaville CA,Vacaville,-121.96,38.36
22824-210105,Vacaville Premium - East Plaza,"390 Nut Tree Road, KI 01 Vacaville CA",Vacaville,-121.95,38.37
5690-3200,Davis & Stevenson - Vacaville,"505 Davis St, Ste D Vacaville CA",Vacaville,-121.99,38.35
22255-218825,Nut Tree,"1630 East Monte Vista, Unit 101 Vacaville CA",Vacaville,-121.96,38.37
74455-83284,Safeway-Vacaville #1109,2090 Harbison Dr Vacaville CA,Vacaville,-121.96,38.36
49318-268204,Nut Tree and Elmira,661 Elmira Road Vacaville CA,Vacaville,-121.95,38.35
22947-151104,Leisure Town & Orange - Vacavile,"1110 Leisure Town Road, 10 Vacaville CA",Vacaville,-121.93,38.38
6457-61519,Alamo & Butcher - Vacaville,"970 Alamo Drive, Vacaville Retail Center Vacaville CA",Vacaville,-122.0,38.34
9821-94574,Peabody & Hume - Vacaville,210 Peabody Road Vacaville CA,Vacaville,-121.98,38.35
5305-457,McBean & Decoro,"27748 West McBean Parkway, Suite A-6 Valencia CA",Valencia,-118.55,34.45
28305-249857,Teavana - Valencia Town Center,"24201 West Valencia Blvd., #2760 Valencia CA",Valencia,-118.56,34.42
76363-97160,Target Valencia T-257,24425 W. Magic Mountain Pkwy Valencia CA,Valencia,-118.56,34.42
26825-235454,Urban Home @ Valencia Town Center,24251 Town Center Dr Valencia CA,Valencia,-118.56,34.42
74506-25650,Vons-Valencia #2030,"25850 N. The Old Road, Tourney Retail Plaza Valencia CA",Valencia,-118.57,34.39
9871-98346,Magic Mountain & Tourney,25349 Wayne Mills Place Valencia CA,Valencia,-118.58,34.42
6902-85300,The Old Road & Rye Canyon,28120 The Old Road Valencia CA,Valencia,-118.59,34.43
74932-101857,Safeway - Vallejo #1631,"122 Robies Way, Target Center, Vallejo Vallejo CA",Vallejo,-122.21,38.08
5926-30619,I-80 & Admiral Callaghan - Vallejo,966 Admiral Callaghan Vallejo CA,Vallejo,-122.22,38.13
23719-232504,Target Vallejo T-331,904 Admiral Callaghan Ln Vallejo CA,Vallejo,-122.22,38.13
74978-101844,Safeway - Vallejo #989,"774 Admiral Callaghan, Vallejo Convenience Center Vallejo CA",Vallejo,-122.23,38.13
9999-99145,I-80 & Magazine - Vallejo,"199 Lincoln Road West, B2 Vallejo CA",Vallejo,-122.23,38.08
22600-222464,Sonoma & Hwy 37,"4300 Sonoma Blvd, 250, Lincoln & Benicia @ Hwy. 80 Vallejo CA",Vallejo,-122.26,38.13
5856-27887,Lincoln & Benicia - Vallejo,408 Lincoln Rd East Vallejo CA,Vallejo,-122.23,38.09
22340-195364,Harrah's Rincon Casino,"777 Harrahs Rincon Way, Valley Oaks Shops Valley Center CA",Valley Center,-116.95,33.27
10671-101484,Hwy 12 & Hwy 26 - Valley Springs,"200 E. Hwy 12, Laurel Canyon Plaza Valley Springs CA",Valley Springs,-120.82,38.19
6610-66080,Laurel Canyon & Riverside,4800 Laurel Canyon Blvd Valley Village CA,Valley Village,-118.4,34.16
20895-192164,Laurel Canyon & Burbank,12106 West Burbank Blvd Valley Village CA,Valley Village,-118.4,34.17
18373-179549,Ralphs Van Nuys #702,14440 Burbank Blvd Van Nuys CA,Van Nuys,-118.45,34.17
6961-88003,Sherman Way & Sepulveda,"15355 Sherman Way, #A Van Nuys CA",Van Nuys,-118.47,34.2
75102-34499,Galpin Motors - Jaguar Showroom,15500 Roscoe Blvd. Van Nuys CA,Van Nuys,-118.47,34.22
19305-195844,Roscoe & Balboa,16926 Roscoe Blvd Van Nuys CA,Van Nuys,-118.5,34.22
23369-229524,Van Nuys & Hartland,6833 Van Nuys Blvd. Van Nuys CA,Van Nuys,-118.45,34.2
15580-141904,Target Van Nuys T-1307,5711 Sepulveda Blvd Van Nuys CA,Van Nuys,-118.47,34.17
6630-71280,Burbank & Van Nuys,14431 Burbank Blvd Van Nuys CA,Van Nuys,-118.45,34.17
9456-96474,Saticoy & Louise,17272 Saticoy Street Van Nuys CA,Van Nuys,-118.51,34.21
20338-204605,Target Van Nuys T-1309,14920 Raymer Street Van Nuys CA,Van Nuys,-118.46,34.21
20538-186785,Ralphs Venice #281,910 Lincoln Blvd Venice CA,Venice,-118.46,34.0
6826-40766,"Main & Chestnut, Ventura","607 E. Main Street, A Ventura CA",Ventura,-119.29,34.28
10855-102737,"Mills & Dean, Ventura","488 South Mills Road, 100, Marina Village Shopping Center Ventura CA",Ventura,-119.25,34.27
6825-83251,"Harbor & Seaward, Ventura",2453 Harbor Blvd Ventura CA,Ventura,-119.27,34.26
22181-214824,Ralph's - Ventura #664,1776 S Victoria Ave Ventura CA,Ventura,-119.21,34.26
5538-1773,Telephone & Main - Ventura,"4711-1a Telephone Road, Victoria Plaza Ventura CA",Ventura,-119.24,34.26
6595-40765,"Telegraph & Victoria, Ventura",6128-B Telegraph Road Ventura CA,Ventura,-119.21,34.28
76891-127001,Target Ventura West T-2398,"245 S Mills Rd, Pacific View Mall Ventura CA",Ventura,-119.25,34.27
74377-90502,Vons-Ventura #2677,2764 E Thompson Blvd Ventura CA,Ventura,-119.26,34.27
75982-107258,Vons - Ventura #2164,5688 Telephone Rd Ventura CA,Ventura,-119.21,34.26
9342-95607,"Telephone & Portola, Ventura","4960 Telephone Rd, #107 Ventura CA",Ventura,-119.23,34.26
79507-103369,Vons - Ventura #2096,115 W. MAIN ST. Ventura CA,Ventura,-119.3,34.28
74391-90572,Vons - Ventura #2678,6120 Telegraph Rd Ventura CA,Ventura,-119.21,34.28
5227-424,Victoria Village,1413-E South Victoria Ventura CA,Ventura,-119.21,34.26
26191-243770,Valley Center & Lorene,14508 Valley Center Victorville CA,Victorville,-117.32,34.51
11466-105236,Bear Valley & Cottonwood,"14848 Bear Valley Road, Dunia Plaza Victorville CA",Victorville,-117.34,34.47
5903-34379,Bear Valley & I-15,"14329 Bear Valley Road, #5 Victorville CA",Victorville,-117.35,34.47
74873-96290,Vons-Victorville #2131,12199 Hesperia Rd Victorville CA,Victorville,-117.29,34.47
11472-105237,Palmdale & Kentwood,15327 Palmdale Road Victorville CA,Victorville,-117.33,34.51
10672-101357,Roy Rogers & Civic Drive,"15617 Roy Rogers Dr., C1 Victorville CA",Victorville,-117.33,34.52
11748-106190,Mall of Victor Valley First Floor,"14400 Bear Valley Rd, K07 Victorville CA",Victorville,-117.35,34.47
5400-1180,Main & Court - Visalia,"110 W. Main Street, Rancho Viejo Shopping Center Visalia CA",Visalia,-119.29,36.33
6641-71320,Walnut & Akers - Visalia,"5101 West Walnut Avenue, A Visalia CA",Visalia,-119.35,36.31
24586-235448,Target Visalia T-1805,"4227 S. Mooney Blvd, In-Shape Plaza Visalia CA",Visalia,-119.32,36.29
10146-99405,"Mooney & Tulare, Visalia","1229 S. Mooney Blvd., #A, Packwood Creek Shopping Center Visalia CA",Visalia,-119.31,36.32
11243-103657,"Mooney & Packwood, Visalia","4219 South Mooney Blvd, #A, Visalia Pavilion Visalia CA",Visalia,-119.31,36.29
10147-99688,"Caldwell & Demaree, Visalia","3927 W. Caldwell Avenue, A Visalia CA",Visalia,-119.33,36.3
76984-136846,Target Visalia North T-2469,3308 N Dinuba Blvd Visalia CA,Visalia,-119.3,36.36
11103-102836,"Hwy 198 & Demaree, Visalia","3401 W. Noble Avenue, A Visalia CA",Visalia,-119.33,36.33
20226-199645,Visalia Mall Interior,"2031 S. Mooney Blvd, 1473 Visalia CA",Visalia,-119.32,36.31
6898-85301,"Goshen & Akers, Visalia",5103 W. Goshen Visalia CA,Visalia,-119.35,36.34
3875-101566,Target Vista South T-2165,3150 Business Park Dr Vista CA,Vista,-117.23,33.13
11339-104232,Sycamore & Shadowridge,"790 Sycamore Ave., A Vista CA",Vista,-117.22,33.16
10008-98261,"Vista & Foothill, Vista","1385 East Vista Way, Vista Village Shopping Center Vista CA",Vista,-117.23,33.22
6676-72627,Vista Village & South Santa Fe,"30 W. Main Street, 190 Vista CA",Vista,-117.24,33.2
73528-53300,Albertsons-Vista #6797,1601 S Melrose Dr Vista CA,Vista,-117.25,33.17
25589-241487,Palomar Airport & Business Park,"3295 Business Park Drive, A Vista CA",Vista,-117.23,33.13
23262-220424,University Drive & Sycamore,"1850 University Drive, 100, Breeze Hill Commercial Center Vista CA",Vista,-117.22,33.17
5838-26868,"Melrose & Hacienda, Vista","251 S. Melrose Drive, 301 Vista CA",Vista,-117.25,33.19
14837-116964,"Melrose & Sycamore, Vista",2205 S. Melrose Drive Vista CA,Vista,-117.24,33.15
23194-224845,Emerald Drive & West,170 North Emerald Drive Vista CA,Vista,-117.28,33.19
25770-242386,Civic Center & Phillips,991 Civic Center Drive Vista CA,Vista,-117.24,33.19
76750-107987,Target Vista T-1040,1751 University Dr Vista CA,Vista,-117.21,33.17
6803-41819,"Valley & Grand, Walnut",505-A Grand Avenue Walnut CA,Walnut,-117.84,34.03
17655-168485,Valley & Lemon,"20373 East Valley Blvd, Suite A, Broadway Plaza Walnut CA",Walnut,-117.86,34.01
29085-251986,Teavana - Broadway Plaza,"117 Broadway Lane, Space #1046 Walnut Creek CA",Walnut Creek,-122.06,37.9
74122-24427,Safeway-Walnut Creek #936,710 Bancroft Rd Walnut Creek CA,Walnut Creek,-122.05,37.93
74422-24530,Safeway-Walnut Creek #917,"600 S. Broadway, Plaza Escuela Walnut Creek CA",Walnut Creek,-122.06,37.9
5990-34479,Main & Bothelo,1152 Locust Street Walnut Creek CA,Walnut Creek,-122.06,37.9
25516-239324,Ygnacio & Oak Grove,2856 Ygnacio Valley Road Walnut Creek CA,Walnut Creek,-122.02,37.93
76510-99355,Target Walnut Creek T-1208,1871 N Main St Walnut Creek CA,Walnut Creek,-122.06,37.9
5259-400,Treat and Bancroft,716 Bancroft Street Walnut Creek CA,Walnut Creek,-122.04,37.93
581-224766,Broadway Plaza Center Court,"103 Broadway Ln, The Walden Center Walnut Creek CA",Walnut Creek,-122.06,37.9
5937-45439,Main & Treat,"2922 North Main Street, Palos Verdes Mall Walnut Creek CA",Walnut Creek,-122.06,37.93
5768-13280,Geary & Camino Verde,"1544 Palos Verdes Mall, Suite 44 Walnut Creek CA",Walnut Creek,-122.09,37.92
17417-164525,Macy's-Walnut Creek Broadway Plaza,1320 Broadway Plaza Walnut Creek CA,Walnut Creek,-122.06,37.89
15167-152425,Treat & Jones,"7000 Sunne Lane, 116 Walnut Creek CA",Walnut Creek,-122.05,37.93
5624-1943,Main & Duncan,1340 Main Street Walnut Creek CA,Walnut Creek,-122.06,37.9
22549-171406,Newell & S. Main Street,1500 Newell Ave Walnut Creek CA,Walnut Creek,-122.06,37.89
47978-253168,Safeway - Walnut Creek #3026,2800 Ygnacio Valley Road Walnut Creek CA,Walnut Creek,-122.02,37.93
21563-211784,N. California & Cole Ave,1663 N. California Street Walnut Creek CA,Walnut Creek,-122.06,37.9
5655-1927,Main & Ohlone - Watsonville,1423 Main Street Watsonville CA,Watsonville,-121.77,36.92
76668-99366,Target Watsonville T-1143,1415 Main St Watsonville CA,Watsonville,-121.77,36.92
72776-73881,Tops Super Foods-Weaverville,1665 Main St Weaverville CA,Weaverville,-122.93,40.72
76893-102970,Target West Covina T-2147,2370 S Azusa Ave West covina CA,West covina,-117.91,34.03
76509-99294,Target West Covina T-1028,2831 Eastland Ctr Dr West Covina CA,West Covina,-117.89,34.07
6744-77941,Vincent & West Covina Pkwy,333 S. Vincent Avenue West Covina CA,West Covina,-117.93,34.07
10226-98369,"Azusa & Amar, West Covina",2320 S. Azusa Avenue West Covina CA,West Covina,-117.91,34.04
11031-95816,"Barranca & I-10, West Covina",101 N. Barranca West Covina CA,West Covina,-117.88,34.07
5759-5899,Fallbrook & Victory,"22815 Victory Blvd., #A West Hills CA",West Hills,-118.62,34.19
74573-80139,Pavilions-West Hills #2225,6534 Platt Ave West Hills CA,West Hills,-118.64,34.19
563-505,Platt & Victory,6516 Platt Avenue West Hills CA,West Hills,-118.64,34.19
20788-208089,Target West Hills T-228,6636 Fallbrook Avenue West Hills CA,West Hills,-118.62,34.19
47263-244530,Ralphs West Hills #213,22915 Victory Blvd West Hills CA,West Hills,-118.63,34.19
3575-126987,Von's-West Hollywood #2739,8969 Santa Monica Blvd. West Hollywood CA,West Hollywood,-118.39,34.08
5232-248024,Santa Monica & Robertson,8951 Santa Monica Blvd. West Hollywood CA,West Hollywood,-118.39,34.08
5871-30359,Beverly & Robertson,164 N. Robertson West Hollywood CA,West Hollywood,-118.38,34.08
633-351,Santa Monica & Westmount,8595 Santa Monica Blvd. West Hollywood CA,West Hollywood,-118.38,34.09
5350-902,Sunset Blvd & N. Kings Rd,"8363 N.E. Sunset Blvd., Santa Monica & Fairfax West Hollywood CA",West Hollywood,-118.37,34.1
6512-60520,Santa Monica & Fairfax,"7901 Santa Monica Blvd, #107, West Hollywood Gateway West Hollywood CA",West Hollywood,-118.36,34.09
6729-74640,Santa Monica & La Brea,"7100 Santa Monica Blvd, Suite 140 West Hollywood CA",West Hollywood,-118.34,34.09
5738-10772,Santa Monica & Pontius,11155 Santa Monica Blvd. West Los Angeles CA,West Los Angeles,-118.45,34.05
5213-293,Santa Monica & Bundy,"12100 Santa Monica Blvd., Soutport Town Center West Los Angeles CA",West Los Angeles,-118.46,34.04
6986-72684,Jefferson & Lake Washington,"2155 Town Center Plaza, 190 West Sacramento CA",West Sacramento,-121.54,38.55
10349-98256,Lake & Enterprise,4055 Lake Rd West Sacramento CA,West Sacramento,-121.58,38.57
76746-106450,Target Sacramento West T-2268,"2005 Town Center Plus, Riverpointe Plaza West Sacramento CA",West Sacramento,-121.54,38.55
6724-74980,Harbor Pointe & Stillwater,"715 Harbor Point Place, 100 West Sacramento CA",West Sacramento,-121.55,38.59
14211-113350,Sepulveda & 89th,8844 S. Sepulveda Blvd Westchester CA,Westchester,-118.4,33.96
559-501,Agoura & Westlake,2755 Agoura Rd. Westlake CA,Westlake,-118.83,34.15
21573-205865,Target Westlake Village T-2810,30740 Russell Ranch Rd Westlake Village CA,Westlake Village,-118.82,34.18
76797-108113,Target Westminster NW T-2304,200 Westminster Mall Westminster CA,Westminster,-118.01,33.75
5309-585,Beach & McDonald,16302 Beach Blvd Westminster CA,Westminster,-117.99,33.73
6800-80380,Goldenwest & Natal,"13102 Goldenwest Street, #A Westminster CA",Westminster,-118.01,33.77
74724-96537,Pavillions - Westminster #2206,16450 Beach Blvd Westminster CA,Westminster,-117.99,33.72
19353-183744,Goldenwest & McFadden,15388 Goldenwest Street Westminster CA,Westminster,-118.01,33.74
29832-255224,Target Westminster Ca T-0249,16400 Beach Blvd Westminster CA,Westminster,-117.99,33.72
6990-15917,Beach & Westminster,14002 Beach Blvd Westminster CA,Westminster,-117.99,33.76
6828-83041,Springdale & Westminster,"14022 Springdale Street, Suite M Westminster CA",Westminster,-118.02,33.76
5567-1752,Westwood & Missouri,1898 Westwood Blvd. Westwood CA,Westwood,-118.44,34.05
79355-103604,Ralphs-Westwood #759,10861 Weyburn Ave Westwood CA,Westwood,-118.44,34.06
5507-1460,Greenleaf & Philadelphia - Whittier,6756 S. Greenleaf Avenue Whittier CA,Whittier,-118.04,33.98
76398-95640,Target Whittier T-2019,15614 Whittwood Ln Whittier CA,Whittier,-118.0,33.94
9351-95997,"Washington & Lambert, Whittier",12376 Washington Blvd. Whittier CA,Whittier,-118.05,33.97
5680-182264,Whittier & Colima,14940 Whittier Blvd. Whittier CA,Whittier,-118.01,33.95
9452-218446,Beverly & Workman Mill,10737 Beverly Blvd. Whittier CA,Whittier,-118.06,34.0
26334-244304,Whittier & Broadway,11270 Whittier Boulevard Whittier CA,Whittier,-118.06,33.99
74921-101340,Vons - Whittier #2027,15740 Laforge St Whittier CA,Whittier,-117.99,33.94
8657-94407,"Whittier & Painter, Whittier","13520 Whittier Blvd, #A, Oak Creek Center Whittier CA",Whittier,-118.03,33.96
6554-64459,Clinton Keith Road & 15 freeway,"23823 Clinton Keith Road, #101 Wildomar CA",Wildomar,-117.24,33.6
73558-64899,Albertsons - Wildomar #6735,23805 Clinton Keith Rd Wildomar CA,Wildomar,-117.24,33.6
10431-100556,Clinton Keith & Hidden Springs,32080 Clinton Keith Road Wildomar CA,Wildomar,-117.25,33.59
79504-101843,Safeway - Willits #965,845 Main Street Willits CA,Willits,-123.35,39.4
3422-93760,I-5 & Wood - Willows,"505 Humboldt Ave, A, French Valley Marketplace Willows CA",Willows,-122.21,39.53
9290-95131,"Winchester & Benton, Winchester","30628 Benton Road, B200, Windsor Town Green Winchester CA",Winchester,-117.12,33.59
14542-117506,Windsor Town Green,1001 McCleland Dr Windsor CA,Windsor,-122.82,38.55
5233-238080,Brooks & Los Amigos,9000 Brooks Rd Windsor CA,Windsor,-122.81,38.55
74823-99514,Safeway - Windsor #1434,"9080 Brooks Rd, Shiloh Center Windsor CA",Windsor,-122.81,38.55
22421-219665,Shiloh & Hembree,"6560 Hembree Lane, 170 Windsor CA",Windsor,-122.79,38.53
22254-218824,Main & Pioneer,"401 Pioneer Avenue, Suite A Woodland CA",Woodland,-121.75,38.68
6831-167846,Ashley & Main,271 W. Main Street Woodland CA,Woodland,-121.8,38.68
5740-156724,County Rd 102 & I-5 - Woodland,"2021 Bronze Star Drive, 600 Woodland CA",Woodland,-121.73,38.67
76942-131146,Target  Woodland T-2408,18455 County Rd 102 Woodland CA,Woodland,-121.72,38.67
21086-180308,Ventura & De Soto,20903 Ventura Blvd. Woodland Hills CA,Woodland Hills,-118.59,34.17
76329-95471,Target Woodland Hills T-288,20801 Ventura Blvd Woodland Hills CA,Woodland Hills,-118.58,34.17
